product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.23,I ,VS2 ,Princess ,,,,,200110599/128662 ,EGL ,2900,Loose Diamonds,Princess -01.png,0.23ct I  VS2  Princess  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.23ct,0.23ct I  VS2  Princess  Cut Diamond | The Diamond Shoppe | South Africa,0.23ct I  VS2  Princess  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,I ,VS2 ,Round ,,,,,200910260/130411 ,EGL ,7800,Loose Diamonds,Round -01.png,0.32ct I  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct I  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct I  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,I ,VS2 ,Round ,,,,,200910395/130459 ,EGL ,8000,Loose Diamonds,Round -01.png,0.33ct I  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct I  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct I  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.5,I ,VS2 ,Round ,Very Good,,,,200710696/130023 ,EGL ,24100,Loose Diamonds,Round -01.png,0.5ct I  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.5ct,0.5ct I  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.5ct I  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,I ,VVS2 ,Round ,,,,,191110958/128139 ,EGL ,8600,Loose Diamonds,Round -01.png,0.32ct I  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct I  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct I  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.51,I ,VVS2 ,Round ,Very Good,Excellent,Excellent,,6361949508,GIA ,21900,Loose Diamonds,Round -01.png,0.51ct I  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.51ct,0.51ct I  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.51ct I  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,J ,I1 ,Cushion ,,,,,200310284/129336 ,EGL ,3200,Loose Diamonds,Cushion -01.png,0.32ct J  I1  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct J  I1  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct J  I1  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.3,J ,I2 ,Round ,,,,,201010429/130765 ,EGL ,3000,Loose Diamonds,Round -01.png,0.3ct J  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.3ct,0.3ct J  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.3ct J  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.38,J ,I2 ,Round ,Very Good,,,,200111393/128856 ,EGL ,3400,Loose Diamonds,Round -01.png,0.38ct J  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.38ct,0.38ct J  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.38ct J  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.4,J ,I2 ,Round ,Very Good,Excellent,Excellent,,1329887300,GIA ,7800,Loose Diamonds,Round -01.png,0.4ct J  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.4ct,0.4ct J  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.4ct J  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.7,J ,I3 ,Round ,Good,,,,170311466/114570 ,EGL ,11300,Loose Diamonds,Round -01.png,0.7ct J  I3  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.7ct,0.7ct J  I3  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.7ct J  I3  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.06,J ,IF ,Emerald ,,Good,Excellent,,2366949478,GIA ,63800,Loose Diamonds,Emerald -01.png,1.06ct J  IF  Emerald  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.06ct,1.06ct J  IF  Emerald  Cut Diamond | The Diamond Shoppe | South Africa,1.06ct J  IF  Emerald  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.63,J ,SI1 ,Oval ,,,,, , ,24800,Loose Diamonds,Oval -01.png,0.63ct J  SI1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.63ct,0.63ct J  SI1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.63ct J  SI1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.1,J ,SI1 ,Round ,,,,,200910248/130410 ,EGL ,1000,Loose Diamonds,Round -01.png,0.1ct J  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.1ct,0.1ct J  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.1ct J  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
